"eBird.English.Name.2023","eBird.Scientific.Name.2023","eBird.India.Name.2023"
"Hodgson's Treecreeper","Certhia hodgsoni","Hodgson's Treecreeper (Eurasian Treecreeper)"
"Bar-tailed Treecreeper","Certhia himalayana","Bar-tailed Treecreeper"
"Rusty-flanked Treecreeper","Certhia nipalensis","Rusty-flanked Treecreeper"
"Sikkim Treecreeper","Certhia discolor","Sikkim Treecreeper (Brown-throated Treecreeper)"
"Hume's Treecreeper","Certhia manipurensis","Hume's Treecreeper"
"treecreeper sp.","Certhia sp.","treecreeper sp."
"Indian Spotted Creeper","Salpornis spilonota","Indian Spotted Creeper"
"Eurasian Wren","Troglodytes troglodytes","Eurasian Wren (Winter Wren)"
"wren sp.","Troglodytidae sp.","wren sp."
"Spotted Elachura","Elachura formosa","Spotted Elachura (Spotted Wren-Babbler)"
"White-throated Dipper","Cinclus cinclus","White-throated Dipper"
"Brown Dipper","Cinclus pallasii","Brown Dipper"
"Asian Glossy Starling","Aplonis panayensis","Asian Glossy Starling"
"Golden-crested Myna","Ampeliceps coronatus","Golden-crested Myna"
"Common Hill Myna","Gracula religiosa","Common Hill Myna"
"Southern Hill Myna","Gracula indica","Southern Hill Myna"
"European Starling","Sturnus vulgaris","European Starling (Common Starling)"
"Rosy Starling","Pastor roseus","Rosy Starling"
"Daurian Starling","Agropsar sturninus","Daurian Starling"
"Chestnut-cheeked Starling","Agropsar philippensis","Chestnut-cheeked Starling"
"Indian Pied Starling","Gracupica contra","Indian Pied Starling (Pied Myna)"
"pied starling sp.","Gracupica contra/floweri/jalla","pied starling sp."
"White-shouldered Starling","Sturnia sinensis","White-shouldered Starling"
"Brahminy Starling","Sturnia pagodarum","Brahminy Starling"
"Chestnut-tailed Starling","Sturnia malabarica","Chestnut-tailed Starling"
"Malabar Starling","Sturnia blythii","Malabar Starling (Blyth's Starling)"
"Chestnut-tailed/Malabar Starling","Sturnia malabarica/blythii","Chestnut-tailed/Malabar Starling"
"White-headed Starling","Sturnia erythropygia","White-headed Starling"
"Red-billed Starling","Spodiopsar sericeus","Red-billed Starling"
"White-cheeked Starling","Spodiopsar cineraceus","White-cheeked Starling"
"Common Myna","Acridotheres tristis","Common Myna"
"Bank Myna","Acridotheres ginginianus","Bank Myna"
"Jungle Myna","Acridotheres fuscus","Jungle Myna"
"Common/Jungle Myna","Acridotheres tristis/fuscus","Common/Jungle Myna"
"Great Myna","Acridotheres grandis","Great Myna"
"black myna sp.","Acridotheres sp. (black myna sp.)","black myna sp."
"Acridotheres sp.","Acridotheres sp.","Acridotheres myna sp."
"Spot-winged Starling","Saroglossa spilopterus","Spot-winged Starling"
"myna/starling sp.","Sturnidae sp.","myna/starling sp."
"Grandala","Grandala coelicolor","Grandala"
"Long-tailed Thrush","Zoothera dixoni","Long-tailed Thrush"
"Alpine Thrush","Zoothera mollissima","Alpine Thrush"
"Himalayan Thrush","Zoothera salimalii","Himalayan Thrush"
"Alpine/Himalayan Thrush","Zoothera mollissima/salimalii","Alpine/Himalayan Thrush"
"Dark-sided Thrush","Zoothera marginata","Dark-sided Thrush"
"Long-billed Thrush","Zoothera monticola","Long-billed Thrush"
"White's Thrush","Zoothera aurea","White's Thrush"
"Scaly Thrush","Zoothera dauma","Scaly Thrush"
"Nilgiri Thrush","Zoothera neilgherriensis","Nilgiri Thrush"
"Zoothera sp.","Zoothera sp.","Zoothera thrush sp."
"Purple Cochoa","Cochoa purpurea","Purple Cochoa"
"Green Cochoa","Cochoa viridis","Green Cochoa"
"Purple/Green Cochoa","Cochoa purpurea/viridis","Purple/Green Cochoa"
"Siberian Thrush","Geokichla sibirica","Siberian Thrush"
"Pied Thrush","Geokichla wardii","Pied Thrush"
"Orange-headed Thrush","Geokichla citrina","Orange-headed Thrush"
"Chinese Thrush","Turdus mupinensis","Chinese Thrush"
"Mistle Thrush","Turdus viscivorus","Mistle Thrush"
"Song Thrush","Turdus philomelos","Song Thrush"
"Chinese Blackbird","Turdus mandarinus","Chinese Blackbird"
"Gray-winged Blackbird","Turdus boulboul","Grey-winged Blackbird"
"Indian Blackbird","Turdus simillimus","Indian Blackbird"
"Japanese Thrush","Turdus cardis","Japanese Thrush"
"Tickell's Thrush","Turdus unicolor","Tickell's Thrush"
"Black-breasted Thrush","Turdus dissimilis","Black-breasted Thrush"
"Gray-sided Thrush","Turdus feae","Grey-sided Thrush"
"Eyebrowed Thrush","Turdus obscurus","Eyebrowed Thrush"
"Gray-sided/Eyebrowed Thrush","Turdus feae/obscurus","Grey-sided/Eyebrowed Thrush"
"White-backed Thrush","Turdus kessleri","White-backed Thrush (Kessler's Thrush)"
"Tibetan Blackbird","Turdus maximus","Tibetan Blackbird"
"Fieldfare","Turdus pilaris","Fieldfare"
"White-collared Blackbird","Turdus albocinctus","White-collared Blackbird"
"Chestnut Thrush","Turdus rubrocanus","Chestnut Thrush"
"Black-throated Thrush","Turdus atrogularis","Black-throated Thrush"
"Red-throated Thrush","Turdus ruficollis","Red-throated Thrush"
"Black-throated x Red-throated Thrush (hybrid)","Turdus atrogularis x ruficollis","Black-throated x Red-throated Thrush (hybrid)"
"Dusky Thrush","Turdus eunomus","Dusky Thrush"
"Naumann's Thrush","Turdus naumanni","Naumann's Thrush"
"Dusky x Naumann's Thrush (hybrid)","Turdus eunomus x naumanni","Dusky x Naumann's Thrush (hybrid)"
"Dusky/Naumann's Thrush","Turdus eunomus/naumanni","Dusky/Naumann's Thrush"
"Turdus sp.","Turdus sp.","Turdus thrush sp."
"thrush sp.","Turdidae sp.","thrush sp."
"Dark-sided Flycatcher","Muscicapa sibirica","Dark-sided Flycatcher"
"Ferruginous Flycatcher","Muscicapa ferruginea","Ferruginous Flycatcher"
"Asian Brown Flycatcher","Muscicapa dauurica","Asian Brown Flycatcher"
"Brown-breasted Flycatcher","Muscicapa muttui","Brown-breasted Flycatcher"
"Spotted Flycatcher","Muscicapa striata","Spotted Flycatcher"
"Muscicapa sp.","Muscicapa sp.","Muscicapa flycatcher sp."
"Rufous-tailed Scrub-Robin","Cercotrichas galactotes","Rufous-tailed Scrub-Robin"
"Indian Robin","Copsychus fulicatus","Indian Robin"
"Oriental Magpie-Robin","Copsychus saularis","Oriental Magpie-Robin"
"White-rumped Shama","Copsychus malabaricus","White-rumped Shama"
"Andaman Shama","Copsychus albiventris","Andaman Shama"
"White-tailed Flycatcher","Leucoptilon concretum","White-tailed Flycatcher"
"Nilgiri Sholakili","Sholicola major","Nilgiri Sholakili"
"White-bellied Sholakili","Sholicola albiventris","White-bellied Sholakili"
"Large Niltava","Niltava grandis","Large Niltava"
"Small Niltava","Niltava macgrigoriae","Small Niltava"
"Rufous-bellied Niltava","Niltava sundara","Rufous-bellied Niltava"
"Chinese Vivid Niltava","Niltava oatesi","Chinese Vivid Niltava"
"niltava sp.","Niltava sp.","niltava sp."
"Blue-and-white Flycatcher","Cyanoptila cyanomelana","Blue-and-white Flycatcher"
"Zappey's Flycatcher","Cyanoptila cumatilis","Zappey's Flycatcher"
"Blue-and-white/Zappey's Flycatcher","Cyanoptila cyanomelana/cumatilis","Blue-and-white/Zappey's Flycatcher"
"Nilgiri Flycatcher","Eumyias albicaudatus","Nilgiri Flycatcher"
"Verditer Flycatcher","Eumyias thalassinus","Verditer Flycatcher"
"Nilgiri/Verditer Flycatcher","Eumyias albicaudatus/thalassinus","Nilgiri/Verditer Flycatcher"
"White-gorgeted Flycatcher","Anthipes monileger","White-gorgeted Flycatcher"
"White-bellied Blue Flycatcher","Cyornis pallidipes","White-bellied Blue Flycatcher"
"Pale-chinned Flycatcher","Cyornis poliogenys","Pale-chinned Flycatcher"
"Pale Blue Flycatcher","Cyornis unicolor","Pale Blue Flycatcher"
"Blue-throated Flycatcher","Cyornis rubeculoides","Blue-throated Flycatcher"
"Blue-throated/Chinese Blue Flycatcher","Cyornis rubeculoides/glaucicomans","Blue-throated/Chinese Blue Flycatcher"
"Large Blue Flycatcher","Cyornis magnirostris","Large Blue Flycatcher"
"Hill Blue Flycatcher","Cyornis whitei","Hill Blue Flycatcher"
"Large/Hill Blue Flycatcher","Cyornis magnirostris/whitei","Large/Hill Blue Flycatcher"
"Tickell's Blue Flycatcher","Cyornis tickelliae","Tickell's Blue Flycatcher"
"Pale-chinned x Tickell's Blue Flycatcher (hybrid)","Cyornis poliogenys x tickelliae","Pale-chinned x Tickell's Blue Flycatcher (hybrid)"
"Blue-throated/Tickell's Blue Flycatcher","Cyornis rubeculoides/tickelliae","Blue-throated/Tickell's Blue Flycatcher"
"Nicobar Jungle Flycatcher","Cyornis nicobaricus","Nicobar Jungle Flycatcher"
"Cyornis sp.","Cyornis sp.","Cyornis sp."
"Rusty-bellied Shortwing","Brachypteryx hyperythra","Rusty-bellied Shortwing"
"Lesser Shortwing","Brachypteryx leucophris","Lesser Shortwing"
"Himalayan Shortwing","Brachypteryx cruralis","Himalayan Shortwing (White-browed Shortwing)"
"Brachypteryx sp.","Brachypteryx sp.","Brachypteryx shortwing sp."
"Gould's Shortwing","Heteroxenicus stellatus","Gould's Shortwing"
"Indian Blue Robin","Larvivora brunnea","Indian Blue Robin"
"Siberian Blue Robin","Larvivora cyane","Siberian Blue Robin"
"White-bellied Redstart","Luscinia phaenicuroides","White-bellied Redstart"
"Bluethroat","Luscinia svecica","Bluethroat"
"Malabar Whistling-Thrush","Myophonus horsfieldii","Malabar Whistling-Thrush"
"Blue Whistling-Thrush","Myophonus caeruleus","Blue Whistling-Thrush"
"whistling-thrush sp.","Myophonus sp.","whistling-thrush sp."
"Little Forktail","Enicurus scouleri","Little Forktail"
"White-crowned Forktail","Enicurus leschenaulti","White-crowned Forktail"
"Spotted Forktail","Enicurus maculatus","Spotted Forktail"
"Black-backed Forktail","Enicurus immaculatus","Black-backed Forktail"
"Slaty-backed Forktail","Enicurus schistaceus","Slaty-backed Forktail"
"forktail sp.","Enicurus sp.","forktail sp."
"Firethroat","Calliope pectardens","Firethroat"
"Siberian Rubythroat","Calliope calliope","Siberian Rubythroat"
"Himalayan Rubythroat","Calliope pectoralis","Himalayan Rubythroat"
"Chinese Rubythroat","Calliope tschebaiewi","Chinese Rubythroat"
"Himalayan/Chinese Rubythroat (White-tailed Rubythroat)","Calliope pectoralis/tschebaiewi","Himalayan/Chinese Rubythroat (White-tailed Rubythroat)"
"White-tailed Robin","Myiomela leucura","White-tailed Robin"
"Blue-fronted Robin","Cinclidium frontale","Blue-fronted Robin"
"Red-flanked Bluetail","Tarsiger cyanurus","Red-flanked Bluetail (Red-flanked Bush-Robin)"
"Himalayan Bluetail","Tarsiger rufilatus","Himalayan Bluetail (Orange-flanked Bush-Robin)"
"Red-flanked/Himalayan Bluetail","Tarsiger cyanurus/rufilatus","Red-flanked/Himalayan Bluetail (Orange-flanked/Red-flanked Bush-Robin)"
"Rufous-breasted Bush-Robin","Tarsiger hyperythrus","Rufous-breasted Bush-Robin"
"White-browed Bush-Robin","Tarsiger indicus","White-browed Bush-Robin"
"Golden Bush-Robin","Tarsiger chrysaeus","Golden Bush-Robin"
"Tarsiger sp.","Tarsiger sp.","Tarsiger bush-robin sp."
"Yellow-rumped Flycatcher","Ficedula zanthopygia","Korean Flycatcher (Yellow-rumped Flycatcher)"
"Mugimaki Flycatcher","Ficedula mugimaki","Mugimaki Flycatcher"
"Slaty-backed Flycatcher","Ficedula erithacus","Slaty-backed Flycatcher"
"Black-and-orange Flycatcher","Ficedula nigrorufa","Black-and-orange Flycatcher"
"Slaty-blue Flycatcher","Ficedula tricolor","Slaty-blue Flycatcher"
"Snowy-browed Flycatcher","Ficedula hyperythra","Snowy-browed Flycatcher"
"Pygmy Flycatcher","Ficedula hodgsoni","Pygmy Flycatcher"
"Rufous-gorgeted Flycatcher","Ficedula strophiata","Rufous-gorgeted Flycatcher"
"Sapphire Flycatcher","Ficedula sapphira","Sapphire Flycatcher"
"Little Pied Flycatcher","Ficedula westermanni","Little Pied Flycatcher"
"Ultramarine Flycatcher","Ficedula superciliaris","Ultramarine Flycatcher"
"Rusty-tailed Flycatcher","Ficedula ruficauda","Rusty-tailed Flycatcher"
"Taiga Flycatcher","Ficedula albicilla","Taiga Flycatcher (Red-throated Flycatcher)"
"Kashmir Flycatcher","Ficedula subrubra","Kashmir Flycatcher"
"Red-breasted Flycatcher","Ficedula parva","Red-breasted Flycatcher"
"Taiga/Red-breasted Flycatcher","Ficedula albicilla/parva","Taiga/Red-breasted Flycatcher"
"Ficedula sp.","Ficedula sp.","Ficedula flycatcher sp."
"Blue-fronted Redstart","Phoenicurus frontalis","Blue-fronted Redstart"
"Plumbeous Redstart","Phoenicurus fuliginosus","Plumbeous Redstart"
"Rufous-backed Redstart","Phoenicurus erythronotus","Rufous-backed Redstart (Eversmann's Redstart)"
"White-capped Redstart","Phoenicurus leucocephalus","White-capped Redstart"
"Blue-capped Redstart","Phoenicurus coeruleocephala","Blue-capped Redstart"
"Common Redstart","Phoenicurus phoenicurus","Common Redstart"
"Hodgson's Redstart","Phoenicurus hodgsoni","Hodgson's Redstart"
"White-throated Redstart","Phoenicurus schisticeps","White-throated Redstart"
"White-winged Redstart","Phoenicurus erythrogastrus","White-winged Redstart (Güldenstädt's Redstart)"
"Black Redstart","Phoenicurus ochruros","Black Redstart"
"Daurian Redstart","Phoenicurus auroreus","Daurian Redstart"
"redstart sp.","Phoenicurus sp.","redstart sp."
"Chestnut-bellied Rock-Thrush","Monticola rufiventris","Chestnut-bellied Rock-Thrush"
"Blue-capped Rock-Thrush","Monticola cinclorhyncha","Blue-capped Rock-Thrush"
"Rufous-tailed Rock-Thrush","Monticola saxatilis","Rufous-tailed Rock-Thrush"
"Blue Rock-Thrush","Monticola solitarius","Blue Rock-Thrush"
"rock-thrush sp.","Monticola sp.","rock-thrush sp."
"Whinchat","Saxicola rubetra","Whinchat"
"White-browed Bushchat","Saxicola macrorhynchus","White-browed Bushchat (Stoliczka's Bushchat)"
"White-throated Bushchat","Saxicola insignis","White-throated Bushchat (Hodgson's Bushchat)"
"Siberian Stonechat","Saxicola maurus","Siberian Stonechat (Common Stonechat)"
"White-browed Bushchat/Siberian Stonechat","Saxicola macrorhynchus/maurus","White-browed Bushchat/Siberian Stonechat"
"White-throated Bushchat/Siberian Stonechat","Saxicola insignis/maurus","White-throated Bushchat/Siberian Stonechat"
"European/Siberian Stonechat","Saxicola rubicola/maurus","European/Siberian Stonechat"
"Amur Stonechat","Saxicola stejnegeri","Amur Stonechat (Stejneger's Stonechat)"
"Siberian/Amur Stonechat","Saxicola maurus/stejnegeri","Siberian Stonechat/Amur (Stejneger's) Stonechat"
"White-tailed Stonechat","Saxicola leucurus","White-tailed Stonechat"
"Siberian/White-tailed Stonechat","Saxicola maurus/leucurus","Siberian/White-tailed Stonechat"
"Pied Bushchat","Saxicola caprata","Pied Bushchat"
"Jerdon's Bushchat","Saxicola jerdoni","Jerdon's Bushchat"
"Gray Bushchat","Saxicola ferreus","Grey Bushchat"
"Saxicola sp.","Saxicola sp.","Saxicola bushchat/stonechat sp."
"Northern Wheatear","Oenanthe oenanthe","Northern Wheatear"
"Isabelline Wheatear","Oenanthe isabellina","Isabelline Wheatear"
"Desert Wheatear","Oenanthe deserti","Desert Wheatear"
"Pied Wheatear","Oenanthe pleschanka","Pied Wheatear"
"Brown Rock Chat","Oenanthe fusca","Brown Rock Chat (Indian Chat)"
"Variable Wheatear","Oenanthe picata","Variable Wheatear"
"Hume's Wheatear","Oenanthe albonigra","Hume's Wheatear"
"Finsch's Wheatear","Oenanthe finschii","Finsch's Wheatear"
"Persian Wheatear","Oenanthe chrysopygia","Red-tailed Wheatear (Persian Wheatear)"
"Kurdish/Persian Wheatear (Red-tailed Wheatear)","Oenanthe xanthoprymna/chrysopygia","Kurdish/Persian Wheatear (Red-tailed Wheatear)"
"wheatear sp.","Oenanthe sp.","wheatear sp."
"muscicapid sp.","Muscicapidae sp.","muscicapid flycatcher sp."
"Bohemian Waxwing","Bombycilla garrulus","Bohemian Waxwing"
"Hypocolius","Hypocolius ampelinus","Hypocolius"
"Thick-billed Flowerpecker","Dicaeum agile","Thick-billed Flowerpecker"
"Yellow-vented Flowerpecker","Dicaeum chrysorrheum","Yellow-vented Flowerpecker"
"Yellow-bellied Flowerpecker","Dicaeum melanozanthum","Yellow-bellied Flowerpecker"
"Pale-billed Flowerpecker","Dicaeum erythrorhynchos","Pale-billed Flowerpecker"
"Thick-billed/Pale-billed Flowerpecker","Dicaeum agile/erythrorhynchos","Thick-billed/Pale-billed Flowerpecker"
"Nilgiri Flowerpecker","Dicaeum concolor","Nilgiri Flowerpecker"
"Pale-billed/Nilgiri Flowerpecker","Dicaeum erythrorhynchos/concolor","Pale-billed/Nilgiri Flowerpecker"
"Plain Flowerpecker","Dicaeum minullum","Plain Flowerpecker"
"Andaman Flowerpecker","Dicaeum virescens","Andaman Flowerpecker"
"Fire-breasted Flowerpecker","Dicaeum ignipectus","Fire-breasted Flowerpecker"
"Scarlet-backed Flowerpecker","Dicaeum cruentatum","Scarlet-backed Flowerpecker"
"Dicaeum sp.","Dicaeum sp.","Dicaeum flowerpecker sp."
"flowerpecker sp.","Prionochilus/Dicaeum sp.","flowerpecker sp."
"Ruby-cheeked Sunbird","Chalcoparia singalensis","Ruby-cheeked Sunbird"
"Purple-rumped Sunbird","Leptocoma zeylonica","Purple-rumped Sunbird"
"Crimson-backed Sunbird","Leptocoma minima","Crimson-backed Sunbird (Small Sunbird)"
"Van Hasselt's Sunbird","Leptocoma brasiliana","Van Hasselt's Sunbird (Purple-throated Sunbird)"
"Purple Sunbird","Cinnyris asiaticus","Purple Sunbird"
"Ornate Sunbird","Cinnyris ornatus","Olive-backed Sunbird (Ornate Sunbird)"
"Loten's Sunbird","Cinnyris lotenius","Loten's Sunbird (Long-billed Sunbird)"
"Cinnyris sp.","Cinnyris sp.","Cinnyris sunbird sp."
"Fire-tailed Sunbird","Aethopyga ignicauda","Fire-tailed Sunbird"
"Black-throated Sunbird","Aethopyga saturata","Black-throated Sunbird"
"Mrs. Gould's Sunbird","Aethopyga gouldiae","Mrs. Gould's Sunbird"
"Green-tailed Sunbird","Aethopyga nipalensis","Green-tailed Sunbird"
"Vigors's Sunbird","Aethopyga vigorsii","Vigors's Sunbird"
"Crimson Sunbird","Aethopyga siparaja","Crimson Sunbird"
"Aethopyga sp.","Aethopyga sp.","Aethopyga sunbird sp."
"sunbird sp.","Nectariniidae sp. (sunbird sp.)","sunbird sp."
"Little Spiderhunter","Arachnothera longirostra","Little Spiderhunter"
"Streaked Spiderhunter","Arachnothera magna","Streaked Spiderhunter"
"spiderhunter sp.","Arachnothera sp.","spiderhunter sp."
"Asian Fairy-bluebird","Irena puella","Asian Fairy-bluebird"
"Blue-winged Leafbird","Chloropsis moluccensis","Blue-winged Leafbird (Blue-winged Chloropsis)"
"Jerdon's Leafbird","Chloropsis jerdoni","Jerdon's Leafbird (Jerdon's Chloropsis)"
"Golden-fronted Leafbird","Chloropsis aurifrons","Golden-fronted Leafbird (Golden-fronted Chloropsis)"
"Jerdon's/Golden-fronted Leafbird","Chloropsis jerdoni/aurifrons","Jerdon's/Golden-fronted Leafbird"
"Orange-bellied Leafbird","Chloropsis hardwickii","Orange-bellied Leafbird (Orange-bellied Chloropsis)"
"leafbird sp.","Chloropsis sp.","leafbird sp."
"Streaked Weaver","Ploceus manyar","Streaked Weaver"
"Baya Weaver","Ploceus philippinus","Baya Weaver"
"Finn's Weaver","Ploceus megarhynchus","Finn's Weaver (Yellow Weaver)"
"Black-breasted Weaver","Ploceus benghalensis","Black-breasted Weaver (Bengal Weaver)"
"Streaked/Black-breasted Weaver","Ploceus manyar/benghalensis","Streaked/Black-breasted Weaver"
"Ploceus sp.","Ploceus sp.","Ploceus weaver sp."
"Zebra Finch","Taeniopygia guttata","Zebra Finch"
"Indian Silverbill","Euodice malabarica","Indian Silverbill (White-throated Munia)"
"Java Sparrow","Padda oryzivora","Java Sparrow"
"Scaly-breasted Munia","Lonchura punctulata","Scaly-breasted Munia (Spotted Munia)"
"Black-throated Munia","Lonchura kelaarti","Black-throated Munia"
"White-rumped Munia","Lonchura striata","White-rumped Munia"
"Tricolored Munia","Lonchura malacca","Tricolored Munia (Black-headed Munia)"
"Chestnut Munia","Lonchura atricapilla","Chestnut Munia"
"Tricolored x Chestnut Munia (hybrid)","Lonchura malacca x atricapilla","Tricolored x Chestnut Munia (hybrid)"
"Tricolored/Chestnut Munia","Lonchura malacca/atricapilla","Tricolored/Chestnut Munia"
"Lonchura sp.","Lonchura sp.","Lonchura munia sp."
"Green Avadavat","Amandava formosa","Green Avadavat"
"Red Avadavat","Amandava amandava","Red Avadavat"
"estrildid finch sp.","Estrildidae sp.","estrildid finch sp."
"Alpine Accentor","Prunella collaris","Alpine Accentor"
"Altai Accentor","Prunella himalayana","Altai Accentor (Himalayan Accentor)"
"Robin Accentor","Prunella rubeculoides","Robin Accentor"
"Rufous-breasted Accentor","Prunella strophiata","Rufous-breasted Accentor"
"Brown Accentor","Prunella fulvescens","Brown Accentor"
"Black-throated Accentor","Prunella atrogularis","Black-throated Accentor"
"Maroon-backed Accentor","Prunella immaculata","Maroon-backed Accentor"
"accentor sp.","Prunella sp.","accentor sp."
"House Sparrow","Passer domesticus","House Sparrow"
"Spanish Sparrow","Passer hispaniolensis","Spanish Sparrow"
"Sind Sparrow","Passer pyrrhonotus","Sind Sparrow"
"Russet Sparrow","Passer cinnamomeus","Russet Sparrow"
"Eurasian Tree Sparrow","Passer montanus","Eurasian Tree Sparrow"
"House/Eurasian Tree Sparrow","Passer domesticus/montanus","House/Eurasian Tree Sparrow"
"Passer sp.","Passer sp.","Passer sparrow sp."
"Yellow-throated Sparrow","Gymnoris xanthocollis","Yellow-throated Sparrow (Chestnut-shouldered Petronia)"
"Rock Sparrow","Petronia petronia","Rock Sparrow"
"Pale Rockfinch","Carpospiza brachydactyla","Pale Rockfinch"
"Black-winged Snowfinch","Montifringilla adamsi","Black-winged Snowfinch (Tibetan Snowfinch)"
"White-rumped Snowfinch","Onychostruthus taczanowskii","White-rumped Snowfinch"
"Rufous-necked Snowfinch","Pyrgilauda ruficollis","Rufous-necked Snowfinch"
"Blanford's Snowfinch","Pyrgilauda blanfordi","Blanford's Snowfinch (Plain-backed Snowfinch)"
"Forest Wagtail","Dendronanthus indicus","Forest Wagtail"
"Gray Wagtail","Motacilla cinerea","Grey Wagtail"
"Western Yellow Wagtail","Motacilla flava","Western Yellow Wagtail"
"Eastern Yellow Wagtail","Motacilla tschutschensis","Eastern Yellow Wagtail"
"Western/Eastern Yellow Wagtail","Motacilla flava/tschutschensis","Western/Eastern Yellow Wagtail"
"Citrine Wagtail","Motacilla citreola","Citrine Wagtail"
"Western Yellow x Citrine Wagtail (hybrid)","Motacilla flava x citreola","Western Yellow x Citrine Wagtail (hybrid)"
"Eastern Yellow/Citrine Wagtail","Motacilla tschutschensis/citreola","Eastern Yellow/Citrine Wagtail"
"White-browed Wagtail","Motacilla maderaspatensis","White-browed Wagtail (Large Pied Wagtail)"
"White Wagtail","Motacilla alba","White Wagtail"
"White-browed/White Wagtail","Motacilla maderaspatensis/alba","White-browed/White Wagtail"
"wagtail sp.","Motacilla sp.","wagtail sp."
"Richard's Pipit","Anthus richardi","Richard's Pipit"
"Paddyfield Pipit","Anthus rufulus","Paddyfield Pipit"
"Richard's/Paddyfield Pipit","Anthus richardi/rufulus","Richard's/Paddyfield Pipit"
"Long-billed Pipit","Anthus similis","Long-billed Pipit"
"Blyth's Pipit","Anthus godlewskii","Blyth's Pipit"
"Richard's/Blyth's Pipit","Anthus richardi/godlewskii","Richard's/Blyth's Pipit"
"Tawny Pipit","Anthus campestris","Tawny Pipit"
"Nilgiri Pipit","Anthus nilghiriensis","Nilgiri Pipit"
"Upland Pipit","Anthus sylvanus","Upland Pipit"
"Meadow Pipit","Anthus pratensis","Meadow Pipit"
"Rosy Pipit","Anthus roseatus","Rosy Pipit"
"Tree Pipit","Anthus trivialis","Tree Pipit"
"Meadow/Tree Pipit","Anthus pratensis/trivialis","Meadow/Tree Pipit"
"Olive-backed Pipit","Anthus hodgsoni","Olive-backed Pipit"
"Tree/Olive-backed Pipit","Anthus trivialis/hodgsoni","Tree/Olive-backed Pipit"
"Red-throated Pipit","Anthus cervinus","Red-throated Pipit"
"Water Pipit","Anthus spinoletta","Water Pipit"
"American Pipit","Anthus rubescens","Buff-bellied Pipit (American Pipit)"
"Water/American Pipit","Anthus spinoletta/rubescens","Water/Buff-bellied Pipit"
"pipit sp.","Anthus sp.","pipit sp."
"Common Chaffinch","Fringilla coelebs","Common Chaffinch"
"Brambling","Fringilla montifringilla","Brambling"
"Black-and-yellow Grosbeak","Mycerobas icterioides","Black-and-yellow Grosbeak"
"Collared Grosbeak","Mycerobas affinis","Collared Grosbeak"
"Spot-winged Grosbeak","Mycerobas melanozanthos","Spot-winged Grosbeak"
"White-winged Grosbeak","Mycerobas carnipes","White-winged Grosbeak"
"Mycerobas sp.","Mycerobas sp.","Mycerobas grosbeak sp."
"Hawfinch","Coccothraustes coccothraustes","Hawfinch"
"Common Rosefinch","Carpodacus erythrinus","Common Rosefinch"
"Scarlet Finch","Carpodacus sipahi","Scarlet Finch"
"Blyth's Rosefinch","Carpodacus grandis","Blyth's Rosefinch"
"Himalayan Beautiful Rosefinch","Carpodacus pulcherrimus","Himalayan Beautiful Rosefinch"
"Pink-rumped Rosefinch","Carpodacus waltoni","Pink-rumped Rosefinch"
"Dark-rumped Rosefinch","Carpodacus edwardsii","Dark-rumped Rosefinch"
"Pink-browed Rosefinch","Carpodacus rodochroa","Pink-browed Rosefinch"
"Spot-winged Rosefinch","Carpodacus rodopeplus","Spot-winged Rosefinch"
"Vinaceous Rosefinch","Carpodacus vinaceus","Vinaceous Rosefinch"
"Pale Rosefinch","Carpodacus stoliczkae","Pale Rosefinch"
"Sillem's Rosefinch","Carpodacus sillemi","Sillem's Rosefinch"
"Streaked Rosefinch","Carpodacus rubicilloides","Streaked Rosefinch"
"Great Rosefinch","Carpodacus rubicilla","Great Rosefinch"
"Streaked/Great Rosefinch","Carpodacus rubicilloides/rubicilla","Streaked/Great Rosefinch"
"Red-fronted Rosefinch","Carpodacus puniceus","Red-fronted Rosefinch"
"Crimson-browed Finch","Carpodacus subhimachalus","Crimson-browed Finch"
"Three-banded Rosefinch","Carpodacus trifasciatus","Three-banded Rosefinch"
"Himalayan White-browed Rosefinch","Carpodacus thura","Himalayan White-browed Rosefinch"
"Pink-browed/Himalayan White-browed Rosefinch","Carpodacus rodochroa/thura","Pink-browed/Himalayan White-browed Rosefinch"
"Chinese White-browed Rosefinch","Carpodacus dubius","Chinese White-browed Rosefinch"
"rosefinch sp.","Carpodacus sp.","rosefinch sp."
"Brown Bullfinch","Pyrrhula nipalensis","Brown Bullfinch"
"Orange Bullfinch","Pyrrhula aurantiaca","Orange Bullfinch"
"Red-headed Bullfinch","Pyrrhula erythrocephala","Red-headed Bullfinch"
"Gray-headed Bullfinch","Pyrrhula erythaca","Grey-headed Bullfinch"
"Brown/Gray-headed Bullfinch","Pyrrhula nipalensis/erythaca","Brown/Grey-headed Bullfinch"
"Crimson-winged Finch","Rhodopechys sanguineus","Crimson-winged Finch"
"Trumpeter Finch","Bucanetes githagineus","Trumpeter Finch"
"Mongolian Finch","Bucanetes mongolicus","Mongolian Finch"
"Blanford's Rosefinch","Agraphospiza rubescens","Blanford's Rosefinch"
"Gold-naped Finch","Pyrrhoplectes epauletta","Gold-naped Finch"
"Spectacled Finch","Callacanthis burtoni","Spectacled Finch"
"Dark-breasted Rosefinch","Procarduelis nipalensis","Dark-breasted Rosefinch"
"Plain Mountain Finch","Leucosticte nemoricola","Plain Mountain Finch"
